"Currency","Acct_Buy","Cash_Buy","Acct_Sell","Cash_Sell","Admin_Mid","BOC_Mid","Time","Date"
"GBP",865.38,838.43,871.45,872.75,859.45,859.45,2017-09-13 00:00:05,2017-09-13
"GBP",865.38,838.43,871.45,872.75,859.45,859.45,2017-09-13 00:00:05,2017-09-13
"GBP",865.38,838.43,871.45,872.75,859.45,859.45,2017-09-13 00:00:05,2017-09-13
"GBP",865.38,838.43,871.45,872.75,859.45,859.45,2017-09-13 00:00:05,2017-09-13
"HKD",83.52,82.85,83.84,83.84,83.55,83.55,2017-09-13 00:00:05,2017-09-13
"HKD",83.52,82.85,83.84,83.84,83.55,83.55,2017-09-13 00:00:05,2017-09-13
"HKD",83.52,82.85,83.84,83.84,83.55,83.55,2017-09-13 00:00:05,2017-09-13
"HKD",83.52,82.85,83.84,83.84,83.55,83.55,2017-09-13 00:00:05,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 00:00:05,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 00:00:05,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 00:00:05,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 00:00:05,2017-09-13
"JPY",5.9235,5.739,5.9651,5.9651,5.9661,5.9661,2017-09-13 00:00:05,2017-09-13
"JPY",5.9235,5.739,5.9651,5.9651,5.9661,5.9661,2017-09-13 00:00:05,2017-09-13
"JPY",5.9235,5.739,5.9651,5.9651,5.9661,5.9661,2017-09-13 00:00:05,2017-09-13
"JPY",5.9235,5.739,5.9651,5.9651,5.9661,5.9661,2017-09-13 00:00:05,2017-09-13
"EUR",779.81,755.53,785.29,785.29,779.92,779.92,2017-09-13 00:00:05,2017-09-13
"EUR",779.81,755.53,785.29,785.29,779.92,779.92,2017-09-13 00:00:05,2017-09-13
"EUR",779.81,755.53,785.29,785.29,779.92,779.92,2017-09-13 00:00:05,2017-09-13
"EUR",779.81,755.53,785.29,785.29,779.92,779.92,2017-09-13 00:00:05,2017-09-13
"GBP",865.38,838.43,871.45,872.75,859.45,859.45,2017-09-13 05:30:00,2017-09-13
"GBP",865.38,838.43,871.45,872.75,859.45,859.45,2017-09-13 05:30:00,2017-09-13
"GBP",865.38,838.43,871.45,872.75,859.45,859.45,2017-09-13 05:30:00,2017-09-13
"HKD",83.52,82.85,83.84,83.84,83.55,83.55,2017-09-13 05:30:00,2017-09-13
"HKD",83.52,82.85,83.84,83.84,83.55,83.55,2017-09-13 05:30:00,2017-09-13
"HKD",83.52,82.85,83.84,83.84,83.55,83.55,2017-09-13 05:30:00,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 05:30:00,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 05:30:00,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 05:30:00,2017-09-13
"JPY",5.9235,5.739,5.9651,5.9651,5.9661,5.9661,2017-09-13 05:30:00,2017-09-13
"JPY",5.9235,5.739,5.9651,5.9651,5.9661,5.9661,2017-09-13 05:30:00,2017-09-13
"JPY",5.9235,5.739,5.9651,5.9651,5.9661,5.9661,2017-09-13 05:30:00,2017-09-13
"EUR",779.81,755.53,785.29,785.29,779.92,779.92,2017-09-13 05:30:00,2017-09-13
"EUR",779.81,755.53,785.29,785.29,779.92,779.92,2017-09-13 05:30:00,2017-09-13
"EUR",779.81,755.53,785.29,785.29,779.92,779.92,2017-09-13 05:30:00,2017-09-13
"GBP",865.89,838.93,871.97,873.28,859.45,859.45,2017-09-13 07:36:06,2017-09-13
"HKD",83.51,82.84,83.83,83.83,83.55,83.55,2017-09-13 07:36:06,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 07:36:06,2017-09-13
"JPY",5.91,5.726,5.9515,5.9515,5.9661,5.9661,2017-09-13 07:36:06,2017-09-13
"EUR",779.81,755.53,785.29,785.29,779.92,779.92,2017-09-13 07:36:06,2017-09-13
"GBP",865.89,838.93,871.97,873.28,859.45,859.45,2017-09-13 07:56:56,2017-09-13
"HKD",83.49,82.82,83.81,83.81,83.55,83.55,2017-09-13 07:56:56,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 07:56:56,2017-09-13
"JPY",5.9116,5.7275,5.9531,5.9531,5.9661,5.9661,2017-09-13 07:56:56,2017-09-13
"EUR",780.14,755.85,785.62,785.62,779.92,779.92,2017-09-13 07:56:56,2017-09-13
"GBP",865.96,839,872.04,873.35,859.45,859.45,2017-09-13 08:16:16,2017-09-13
"HKD",83.49,82.82,83.81,83.81,83.55,83.55,2017-09-13 08:16:16,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 08:16:16,2017-09-13
"JPY",5.9165,5.7322,5.958,5.958,5.9661,5.9661,2017-09-13 08:16:16,2017-09-13
"EUR",780.07,755.78,785.55,785.55,779.92,779.92,2017-09-13 08:16:16,2017-09-13
"GBP",865.89,838.93,871.97,873.28,859.45,859.45,2017-09-13 08:48:51,2017-09-13
"HKD",83.5,82.83,83.82,83.82,83.55,83.55,2017-09-13 08:48:51,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 08:48:51,2017-09-13
"JPY",5.9165,5.7322,5.958,5.958,5.9661,5.9661,2017-09-13 08:48:51,2017-09-13
"EUR",780.21,755.91,785.69,785.69,779.92,779.92,2017-09-13 08:48:51,2017-09-13
"GBP",866.36,839.38,872.45,873.75,859.45,859.45,2017-09-13 09:20:47,2017-09-13
"HKD",83.52,82.85,83.84,83.84,83.55,83.55,2017-09-13 09:20:47,2017-09-13
"USD",652.71,647.35,655.33,655.33,652.77,652.77,2017-09-13 09:20:47,2017-09-13
"JPY",5.9177,5.7334,5.9592,5.9592,5.9661,5.9661,2017-09-13 09:20:47,2017-09-13
"EUR",780.44,756.14,785.92,785.92,779.92,779.92,2017-09-13 09:20:47,2017-09-13
"GBP",866.62,839.63,872.71,874.01,859.45,859.45,2017-09-13 09:20:52,2017-09-13
"HKD",83.55,82.88,83.87,83.87,83.55,83.55,2017-09-13 09:20:52,2017-09-13
"USD",652.91,647.55,655.53,655.53,652.77,652.77,2017-09-13 09:20:52,2017-09-13
"JPY",5.919,5.7347,5.9605,5.9605,5.9661,5.9661,2017-09-13 09:20:52,2017-09-13
"EUR",780.62,756.31,786.1,786.1,779.92,779.92,2017-09-13 09:20:52,2017-09-13
"GBP",866.89,839.89,872.98,874.28,859.45,859.45,2017-09-13 09:20:57,2017-09-13
"HKD",83.57,82.9,83.89,83.89,83.55,83.55,2017-09-13 09:20:57,2017-09-13
"USD",653.11,647.75,655.73,655.73,652.77,652.77,2017-09-13 09:20:57,2017-09-13
"JPY",5.9208,5.7364,5.9624,5.9624,5.9661,5.9661,2017-09-13 09:20:57,2017-09-13
"EUR",780.92,756.6,786.4,786.4,779.92,779.92,2017-09-13 09:20:57,2017-09-13
"GBP",867.42,840.41,873.51,874.82,859.45,859.45,2017-09-13 09:21:03,2017-09-13
"HKD",83.63,82.96,83.95,83.95,83.55,83.55,2017-09-13 09:21:03,2017-09-13
"USD",653.51,648.14,656.13,656.13,652.77,652.77,2017-09-13 09:21:03,2017-09-13
"JPY",5.925,5.7404,5.9666,5.9666,5.9661,5.9661,2017-09-13 09:21:03,2017-09-13
"EUR",781.4,757.06,786.89,786.89,779.92,779.92,2017-09-13 09:21:03,2017-09-13
"GBP",867.68,840.66,873.77,875.08,859.45,859.45,2017-09-13 09:21:09,2017-09-13
"HKD",83.65,82.98,83.97,83.97,83.55,83.55,2017-09-13 09:21:09,2017-09-13
"USD",653.71,648.34,656.33,656.33,652.77,652.77,2017-09-13 09:21:09,2017-09-13
"JPY",5.9268,5.7422,5.9684,5.9684,5.9661,5.9661,2017-09-13 09:21:09,2017-09-13
"EUR",781.64,757.3,787.13,787.13,779.92,779.92,2017-09-13 09:21:09,2017-09-13
"GBP",867.95,840.92,874.04,875.35,859.45,859.45,2017-09-13 09:21:14,2017-09-13
"HKD",83.68,83.01,84,84,83.55,83.55,2017-09-13 09:21:14,2017-09-13
"USD",653.91,648.54,656.53,656.53,652.77,652.77,2017-09-13 09:21:14,2017-09-13
"JPY",5.9286,5.7439,5.9702,5.9702,5.9661,5.9661,2017-09-13 09:21:14,2017-09-13
"EUR",781.82,757.47,787.31,787.31,779.92,779.92,2017-09-13 09:21:14,2017-09-13
"GBP",867.82,840.79,873.91,875.22,859.45,859.45,2017-09-13 09:21:22,2017-09-13
"HKD",83.66,82.99,83.98,83.98,83.55,83.55,2017-09-13 09:21:22,2017-09-13
"USD",653.81,648.44,656.43,656.43,652.77,652.77,2017-09-13 09:21:22,2017-09-13
"JPY",5.9277,5.7431,5.9693,5.9693,5.9661,5.9661,2017-09-13 09:21:22,2017-09-13
"EUR",781.76,757.41,787.25,787.25,779.92,779.92,2017-09-13 09:21:22,2017-09-13
"GBP",867.55,840.53,873.64,874.95,859.45,859.45,2017-09-13 09:21:27,2017-09-13
"HKD",83.64,82.97,83.96,83.96,83.55,83.55,2017-09-13 09:21:27,2017-09-13
"USD",653.61,648.24,656.23,656.23,652.77,652.77,2017-09-13 09:21:27,2017-09-13
"JPY",5.9259,5.7413,5.9675,5.9675,5.9661,5.9661,2017-09-13 09:21:27,2017-09-13
"EUR",781.52,757.18,787.01,787.01,779.92,779.92,2017-09-13 09:21:27,2017-09-13
"GBP",867.29,840.28,873.38,874.68,859.45,859.45,2017-09-13 09:21:32,2017-09-13
"HKD",83.61,82.94,83.93,83.93,83.55,83.55,2017-09-13 09:21:32,2017-09-13
"USD",653.41,648.04,656.03,656.03,652.77,652.77,2017-09-13 09:21:32,2017-09-13
"JPY",5.9241,5.7396,5.9657,5.9657,5.9661,5.9661,2017-09-13 09:21:32,2017-09-13
"EUR",781.22,756.89,786.7,786.7,779.92,779.92,2017-09-13 09:21:32,2017-09-13
"GBP",866.95,839.95,873.04,874.34,859.45,859.45,2017-09-13 09:21:37,2017-09-13
"HKD",83.59,82.92,83.91,83.91,83.55,83.55,2017-09-13 09:21:37,2017-09-13
"USD",653.21,647.85,655.83,655.83,652.77,652.77,2017-09-13 09:21:37,2017-09-13
"JPY",5.9223,5.7378,5.9639,5.9639,5.9661,5.9661,2017-09-13 09:21:37,2017-09-13
"EUR",781.04,756.72,786.52,786.52,779.92,779.92,2017-09-13 09:21:37,2017-09-13
"GBP",866.75,839.76,872.84,874.14,859.45,859.45,2017-09-13 09:21:42,2017-09-13
"HKD",83.56,82.89,83.88,83.88,83.55,83.55,2017-09-13 09:21:42,2017-09-13
"USD",653.01,647.65,655.63,655.63,652.77,652.77,2017-09-13 09:21:42,2017-09-13
"JPY",5.921,5.7366,5.9626,5.9626,5.9661,5.9661,2017-09-13 09:21:42,2017-09-13
"EUR",780.8,756.48,786.28,786.28,779.92,779.92,2017-09-13 09:21:42,2017-09-13
"GBP",866.49,839.51,872.58,873.88,859.45,859.45,2017-09-13 09:21:48,2017-09-13
"HKD",83.54,82.87,83.86,83.86,83.55,83.55,2017-09-13 09:21:48,2017-09-13
"USD",652.81,647.45,655.43,655.43,652.77,652.77,2017-09-13 09:21:48,2017-09-13
"JPY",5.9192,5.7348,5.9607,5.9607,5.9661,5.9661,2017-09-13 09:21:48,2017-09-13
"EUR",780.56,756.25,786.04,786.04,779.92,779.92,2017-09-13 09:21:48,2017-09-13
"GBP",866.09,839.12,872.17,873.48,859.45,859.45,2017-09-13 09:21:53,2017-09-13
"HKD",83.5,82.83,83.82,83.82,83.55,83.55,2017-09-13 09:21:53,2017-09-13
"USD",652.51,647.15,655.13,655.13,652.77,652.77,2017-09-13 09:21:53,2017-09-13
"JPY",5.9165,5.7322,5.958,5.958,5.9661,5.9661,2017-09-13 09:21:53,2017-09-13
"EUR",780.14,755.85,785.62,785.62,779.92,779.92,2017-09-13 09:21:53,2017-09-13
"GBP",866.16,839.19,872.25,873.55,868.48,868.48,2017-09-13 09:27:34,2017-09-13
"HKD",83.5,82.83,83.82,83.82,83.69,83.69,2017-09-13 09:27:34,2017-09-13
"USD",652.51,647.15,655.13,655.13,653.82,653.82,2017-09-13 09:27:34,2017-09-13
"JPY",5.9154,5.7312,5.9569,5.9569,5.9316,5.9316,2017-09-13 09:27:34,2017-09-13
"EUR",780.14,755.85,785.62,785.62,782.19,782.19,2017-09-13 09:27:34,2017-09-13
"GBP",866.22,839.25,872.31,873.61,868.48,868.48,2017-09-13 09:27:40,2017-09-13
"HKD",83.5,82.83,83.82,83.82,83.69,83.69,2017-09-13 09:27:40,2017-09-13
"USD",652.51,647.15,655.13,655.13,653.82,653.82,2017-09-13 09:27:40,2017-09-13
"JPY",5.9159,5.7317,5.9574,5.9574,5.9316,5.9316,2017-09-13 09:27:40,2017-09-13
"EUR",780.14,755.85,785.62,785.62,782.19,782.19,2017-09-13 09:27:40,2017-09-13
"GBP",866.22,839.25,872.31,873.61,868.48,868.48,2017-09-13 09:27:44,2017-09-13
"HKD",83.5,82.83,83.82,83.82,83.69,83.69,2017-09-13 09:27:44,2017-09-13
"USD",652.51,647.15,655.13,655.13,653.82,653.82,2017-09-13 09:27:44,2017-09-13
"JPY",5.9159,5.7317,5.9574,5.9574,5.9316,5.9316,2017-09-13 09:27:44,2017-09-13
"EUR",780.14,755.85,785.62,785.62,782.19,782.19,2017-09-13 09:27:44,2017-09-13
"GBP",865.89,838.93,871.97,873.28,868.48,868.48,2017-09-13 09:30:21,2017-09-13
"HKD",83.47,82.8,83.79,83.79,83.69,83.69,2017-09-13 09:30:21,2017-09-13
"USD",652.31,646.95,654.93,654.93,653.82,653.82,2017-09-13 09:30:21,2017-09-13
"JPY",5.913,5.7289,5.9545,5.9545,5.9316,5.9316,2017-09-13 09:30:21,2017-09-13
"EUR",779.9,755.61,785.38,785.38,782.19,782.19,2017-09-13 09:30:21,2017-09-13
"GBP",865.89,838.93,871.97,873.28,868.48,868.48,2017-09-13 09:30:22,2017-09-13
"HKD",83.47,82.8,83.79,83.79,83.69,83.69,2017-09-13 09:30:22,2017-09-13
"USD",652.31,646.95,654.93,654.93,653.82,653.82,2017-09-13 09:30:22,2017-09-13
"JPY",5.913,5.7289,5.9545,5.9545,5.9316,5.9316,2017-09-13 09:30:22,2017-09-13
"EUR",779.9,755.61,785.38,785.38,782.19,782.19,2017-09-13 09:30:22,2017-09-13
"GBP",865.63,838.67,871.7,873.01,868.48,868.48,2017-09-13 09:31:48,2017-09-13
"HKD",83.44,82.77,83.76,83.76,83.69,83.69,2017-09-13 09:31:48,2017-09-13
"USD",652.11,646.76,654.73,654.73,653.82,653.82,2017-09-13 09:31:48,2017-09-13
"JPY",5.9123,5.7282,5.9538,5.9538,5.9316,5.9316,2017-09-13 09:31:48,2017-09-13
"EUR",779.53,755.26,785.01,785.01,782.19,782.19,2017-09-13 09:31:48,2017-09-13
"GBP",865.7,838.73,871.77,873.08,868.48,868.48,2017-09-13 09:44:19,2017-09-13
"HKD",83.45,82.78,83.77,83.77,83.69,83.69,2017-09-13 09:44:19,2017-09-13
"USD",652.16,646.81,654.78,654.78,653.82,653.82,2017-09-13 09:44:19,2017-09-13
"JPY",5.9127,5.7286,5.9542,5.9542,5.9316,5.9316,2017-09-13 09:44:19,2017-09-13
"EUR",779.66,755.38,785.14,785.14,782.19,782.19,2017-09-13 09:44:19,2017-09-13
"GBP",865.7,838.73,871.77,873.08,868.48,868.48,2017-09-13 09:44:24,2017-09-13
"HKD",83.45,82.78,83.77,83.77,83.69,83.69,2017-09-13 09:44:24,2017-09-13
"USD",652.16,646.81,654.78,654.78,653.82,653.82,2017-09-13 09:44:24,2017-09-13
"JPY",5.9127,5.7286,5.9542,5.9542,5.9316,5.9316,2017-09-13 09:44:24,2017-09-13
"EUR",779.66,755.38,785.14,785.14,782.19,782.19,2017-09-13 09:44:24,2017-09-13
"GBP",865.76,838.8,871.84,873.15,868.48,868.48,2017-09-13 09:45:03,2017-09-13
"HKD",83.45,82.78,83.77,83.77,83.69,83.69,2017-09-13 09:45:03,2017-09-13
"USD",652.16,646.81,654.78,654.78,653.82,653.82,2017-09-13 09:45:03,2017-09-13
"JPY",5.9127,5.7286,5.9542,5.9542,5.9316,5.9316,2017-09-13 09:45:03,2017-09-13
"EUR",779.72,755.44,785.2,785.2,782.19,782.19,2017-09-13 09:45:03,2017-09-13
"GBP",865.7,838.73,871.77,873.08,868.48,868.48,2017-09-13 09:45:20,2017-09-13
"HKD",83.45,82.78,83.77,83.77,83.69,83.69,2017-09-13 09:45:20,2017-09-13
"USD",652.11,646.76,654.73,654.73,653.82,653.82,2017-09-13 09:45:20,2017-09-13
"JPY",5.9123,5.7282,5.9538,5.9538,5.9316,5.9316,2017-09-13 09:45:20,2017-09-13
"EUR",779.6,755.32,785.08,785.08,782.19,782.19,2017-09-13 09:45:20,2017-09-13
"GBP",865.7,838.73,871.77,873.08,868.48,868.48,2017-09-13 09:45:21,2017-09-13
"HKD",83.45,82.78,83.77,83.77,83.69,83.69,2017-09-13 09:45:21,2017-09-13
"USD",652.11,646.76,654.73,654.73,653.82,653.82,2017-09-13 09:45:21,2017-09-13
"JPY",5.9123,5.7282,5.9538,5.9538,5.9316,5.9316,2017-09-13 09:45:21,2017-09-13
"EUR",779.6,755.32,785.08,785.08,782.19,782.19,2017-09-13 09:45:21,2017-09-13
"GBP",865.5,838.54,871.57,872.87,868.48,868.48,2017-09-13 09:48:10,2017-09-13
"HKD",83.42,82.75,83.74,83.74,83.69,83.69,2017-09-13 09:48:10,2017-09-13
"USD",651.91,646.56,654.52,654.52,653.82,653.82,2017-09-13 09:48:10,2017-09-13
"JPY",5.911,5.7269,5.9525,5.9525,5.9316,5.9316,2017-09-13 09:48:10,2017-09-13
"EUR",779.42,755.15,784.9,784.9,782.19,782.19,2017-09-13 09:48:10,2017-09-13
"GBP",865.17,838.22,871.24,872.54,868.48,868.48,2017-09-13 09:48:59,2017-09-13
"GBP",865.17,838.22,871.24,872.54,868.48,868.48,2017-09-13 09:48:59,2017-09-13
"HKD",83.4,82.73,83.72,83.72,83.69,83.69,2017-09-13 09:48:59,2017-09-13
"HKD",83.4,82.73,83.72,83.72,83.69,83.69,2017-09-13 09:48:59,2017-09-13
"USD",651.71,646.36,654.32,654.32,653.82,653.82,2017-09-13 09:48:59,2017-09-13
"USD",651.71,646.36,654.32,654.32,653.82,653.82,2017-09-13 09:48:59,2017-09-13
"JPY",5.9103,5.7262,5.9518,5.9518,5.9316,5.9316,2017-09-13 09:48:59,2017-09-13
"JPY",5.9103,5.7262,5.9518,5.9518,5.9316,5.9316,2017-09-13 09:48:59,2017-09-13
"EUR",779.26,754.99,784.73,784.73,782.19,782.19,2017-09-13 09:48:59,2017-09-13
"EUR",779.26,754.99,784.73,784.73,782.19,782.19,2017-09-13 09:48:59,2017-09-13
"GBP",865.17,838.22,871.24,872.54,868.48,868.48,2017-09-13 09:49:00,2017-09-13
"HKD",83.4,82.73,83.72,83.72,83.69,83.69,2017-09-13 09:49:00,2017-09-13
"USD",651.71,646.36,654.32,654.32,653.82,653.82,2017-09-13 09:49:00,2017-09-13
"JPY",5.9103,5.7262,5.9518,5.9518,5.9316,5.9316,2017-09-13 09:49:00,2017-09-13
"EUR",779.26,754.99,784.73,784.73,782.19,782.19,2017-09-13 09:49:00,2017-09-13
"GBP",864.97,838.03,871.04,872.34,868.48,868.48,2017-09-13 09:49:09,2017-09-13
"GBP",864.97,838.03,871.04,872.34,868.48,868.48,2017-09-13 09:49:09,2017-09-13
"HKD",83.37,82.7,83.69,83.69,83.69,83.69,2017-09-13 09:49:09,2017-09-13
"HKD",83.37,82.7,83.69,83.69,83.69,83.69,2017-09-13 09:49:09,2017-09-13
"USD",651.51,646.16,654.12,654.12,653.82,653.82,2017-09-13 09:49:09,2017-09-13
"USD",651.51,646.16,654.12,654.12,653.82,653.82,2017-09-13 09:49:09,2017-09-13
"JPY",5.9085,5.7245,5.95,5.95,5.9316,5.9316,2017-09-13 09:49:09,2017-09-13
"JPY",5.9085,5.7245,5.95,5.95,5.9316,5.9316,2017-09-13 09:49:09,2017-09-13
"EUR",778.95,754.69,784.42,784.42,782.19,782.19,2017-09-13 09:49:09,2017-09-13
"EUR",778.95,754.69,784.42,784.42,782.19,782.19,2017-09-13 09:49:09,2017-09-13
"GBP",864.97,838.03,871.04,872.34,868.48,868.48,2017-09-13 09:49:10,2017-09-13
"HKD",83.37,82.7,83.69,83.69,83.69,83.69,2017-09-13 09:49:10,2017-09-13
"USD",651.51,646.16,654.12,654.12,653.82,653.82,2017-09-13 09:49:10,2017-09-13
"JPY",5.9085,5.7245,5.95,5.95,5.9316,5.9316,2017-09-13 09:49:10,2017-09-13
"EUR",778.95,754.69,784.42,784.42,782.19,782.19,2017-09-13 09:49:10,2017-09-13
"GBP",864.96,838.02,871.03,872.33,868.48,868.48,2017-09-13 09:52:44,2017-09-13
"HKD",83.35,82.68,83.67,83.67,83.69,83.69,2017-09-13 09:52:44,2017-09-13
"USD",651.31,645.96,653.92,653.92,653.82,653.82,2017-09-13 09:52:44,2017-09-13
"JPY",5.9077,5.7237,5.9492,5.9492,5.9316,5.9316,2017-09-13 09:52:44,2017-09-13
"EUR",779.36,755.09,784.84,784.84,782.19,782.19,2017-09-13 09:52:44,2017-09-13
"GBP",865.02,838.08,871.09,872.39,868.48,868.48,2017-09-13 09:53:32,2017-09-13
"GBP",865.02,838.08,871.09,872.39,868.48,868.48,2017-09-13 09:53:32,2017-09-13
"HKD",83.34,82.67,83.66,83.66,83.69,83.69,2017-09-13 09:53:32,2017-09-13
"HKD",83.34,82.67,83.66,83.66,83.69,83.69,2017-09-13 09:53:32,2017-09-13
"USD",651.21,645.87,653.82,653.82,653.82,653.82,2017-09-13 09:53:32,2017-09-13
"USD",651.21,645.87,653.82,653.82,653.82,653.82,2017-09-13 09:53:32,2017-09-13
"JPY",5.9084,5.7244,5.9499,5.9499,5.9316,5.9316,2017-09-13 09:53:32,2017-09-13
"JPY",5.9084,5.7244,5.9499,5.9499,5.9316,5.9316,2017-09-13 09:53:32,2017-09-13
"EUR",779.89,755.6,785.37,785.37,782.19,782.19,2017-09-13 09:53:32,2017-09-13
"EUR",779.89,755.6,785.37,785.37,782.19,782.19,2017-09-13 09:53:32,2017-09-13
"GBP",864.96,838.02,871.03,872.33,868.48,868.48,2017-09-13 09:53:48,2017-09-13
"GBP",864.96,838.02,871.03,872.33,868.48,868.48,2017-09-13 09:53:48,2017-09-13
"GBP",864.96,838.02,871.03,872.33,868.48,868.48,2017-09-13 09:53:48,2017-09-13
"HKD",83.32,82.65,83.64,83.64,83.69,83.69,2017-09-13 09:53:48,2017-09-13
"HKD",83.32,82.65,83.64,83.64,83.69,83.69,2017-09-13 09:53:48,2017-09-13
"HKD",83.32,82.65,83.64,83.64,83.69,83.69,2017-09-13 09:53:48,2017-09-13
"USD",651.11,645.77,653.72,653.72,653.82,653.82,2017-09-13 09:53:48,2017-09-13
"USD",651.11,645.77,653.72,653.72,653.82,653.82,2017-09-13 09:53:48,2017-09-13
"USD",651.11,645.77,653.72,653.72,653.82,653.82,2017-09-13 09:53:48,2017-09-13
"JPY",5.9075,5.7235,5.949,5.949,5.9316,5.9316,2017-09-13 09:53:48,2017-09-13
"JPY",5.9075,5.7235,5.949,5.949,5.9316,5.9316,2017-09-13 09:53:48,2017-09-13
"JPY",5.9075,5.7235,5.949,5.949,5.9316,5.9316,2017-09-13 09:53:48,2017-09-13
"EUR",779.7,755.42,785.18,785.18,782.19,782.19,2017-09-13 09:53:48,2017-09-13
"EUR",779.7,755.42,785.18,785.18,782.19,782.19,2017-09-13 09:53:48,2017-09-13
"EUR",779.7,755.42,785.18,785.18,782.19,782.19,2017-09-13 09:53:48,2017-09-13
"GBP",864.76,837.83,870.83,872.13,868.48,868.48,2017-09-13 09:56:31,2017-09-13
"HKD",83.34,82.67,83.66,83.66,83.69,83.69,2017-09-13 09:56:31,2017-09-13
"USD",651.16,645.82,653.77,653.77,653.82,653.82,2017-09-13 09:56:31,2017-09-13
"JPY",5.9069,5.723,5.9484,5.9484,5.9316,5.9316,2017-09-13 09:56:31,2017-09-13
"EUR",779.5,755.23,784.98,784.98,782.19,782.19,2017-09-13 09:56:31,2017-09-13
"GBP",865.02,838.08,871.09,872.39,868.48,868.48,2017-09-13 09:58:15,2017-09-13
"HKD",83.34,82.67,83.66,83.66,83.69,83.69,2017-09-13 09:58:15,2017-09-13
"USD",651.21,645.87,653.82,653.82,653.82,653.82,2017-09-13 09:58:15,2017-09-13
"JPY",5.9084,5.7244,5.9499,5.9499,5.9316,5.9316,2017-09-13 09:58:15,2017-09-13
"EUR",779.5,755.23,784.98,784.98,782.19,782.19,2017-09-13 09:58:15,2017-09-13
"GBP",865.02,838.08,871.09,872.39,868.48,868.48,2017-09-13 09:58:22,2017-09-13
"HKD",83.34,82.67,83.66,83.66,83.69,83.69,2017-09-13 09:58:22,2017-09-13
"USD",651.21,645.87,653.82,653.82,653.82,653.82,2017-09-13 09:58:22,2017-09-13
"JPY",5.9084,5.7244,5.9499,5.9499,5.9316,5.9316,2017-09-13 09:58:22,2017-09-13
"EUR",779.5,755.23,784.98,784.98,782.19,782.19,2017-09-13 09:58:22,2017-09-13
"GBP",864.95,838.01,871.02,872.32,868.48,868.48,2017-09-13 10:01:38,2017-09-13
"HKD",83.32,82.65,83.64,83.64,83.69,83.69,2017-09-13 10:01:38,2017-09-13
"USD",651.01,645.67,653.62,653.62,653.82,653.82,2017-09-13 10:01:38,2017-09-13
"JPY",5.9077,5.7237,5.9492,5.9492,5.9316,5.9316,2017-09-13 10:01:38,2017-09-13
"EUR",779.27,755,784.74,784.74,782.19,782.19,2017-09-13 10:01:38,2017-09-13
"GBP",864.95,838.01,871.02,872.32,868.48,868.48,2017-09-13 10:01:40,2017-09-13
"HKD",83.32,82.65,83.64,83.64,83.69,83.69,2017-09-13 10:01:40,2017-09-13
"USD",651.01,645.67,653.62,653.62,653.82,653.82,2017-09-13 10:01:40,2017-09-13
"JPY",5.9077,5.7237,5.9492,5.9492,5.9316,5.9316,2017-09-13 10:01:40,2017-09-13
"EUR",779.27,755,784.74,784.74,782.19,782.19,2017-09-13 10:01:40,2017-09-13
"GBP",864.95,838.01,871.02,872.32,868.48,868.48,2017-09-13 10:03:01,2017-09-13
"HKD",83.32,82.65,83.64,83.64,83.69,83.69,2017-09-13 10:03:01,2017-09-13
"USD",651.01,645.67,653.62,653.62,653.82,653.82,2017-09-13 10:03:01,2017-09-13
"JPY",5.9077,5.7237,5.9492,5.9492,5.9316,5.9316,2017-09-13 10:03:01,2017-09-13
"EUR",779.27,755,784.74,784.74,782.19,782.19,2017-09-13 10:03:01,2017-09-13
"GBP",865.02,838.08,871.09,872.39,868.48,868.48,2017-09-13 10:04:24,2017-09-13
"HKD",83.32,82.65,83.64,83.64,83.69,83.69,2017-09-13 10:04:24,2017-09-13
"USD",651.06,645.72,653.67,653.67,653.82,653.82,2017-09-13 10:04:24,2017-09-13
"JPY",5.9087,5.7247,5.9502,5.9502,5.9316,5.9316,2017-09-13 10:04:24,2017-09-13
"EUR",779.38,755.11,784.86,784.86,782.19,782.19,2017-09-13 10:04:24,2017-09-13
"GBP",865.02,838.08,871.09,872.39,868.48,868.48,2017-09-13 10:04:25,2017-09-13
"GBP",865.02,838.08,871.09,872.39,868.48,868.48,2017-09-13 10:04:25,2017-09-13
"HKD",83.32,82.65,83.64,83.64,83.69,83.69,2017-09-13 10:04:25,2017-09-13
"HKD",83.32,82.65,83.64,83.64,83.69,83.69,2017-09-13 10:04:25,2017-09-13
