"Currency","Acct_Buy","Cash_Buy","Acct_Sell","Cash_Sell","Admin_Mid","BOC_Mid","Time","Date"
"EUR",779.58,755.31,785.06,785.06,782.19,782.19,2017-09-13 14:52:28,2017-09-13
"GBP",866.27,839.29,872.36,873.66,868.48,868.48,2017-09-13 14:52:29,2017-09-13
"HKD",83.41,82.74,83.73,83.73,83.69,83.69,2017-09-13 14:52:29,2017-09-13
"USD",651.66,646.31,654.27,654.27,653.82,653.82,2017-09-13 14:52:29,2017-09-13
"JPY",5.912,5.7279,5.9535,5.9535,5.9316,5.9316,2017-09-13 14:52:29,2017-09-13
"EUR",779.58,755.31,785.06,785.06,782.19,782.19,2017-09-13 14:52:29,2017-09-13
"GBP",866.2,839.23,872.29,873.59,868.48,868.48,2017-09-13 14:56:16,2017-09-13
"HKD",83.41,82.74,83.73,83.73,83.69,83.69,2017-09-13 14:56:16,2017-09-13
"USD",651.66,646.31,654.27,654.27,653.82,653.82,2017-09-13 14:56:16,2017-09-13
"JPY",5.9125,5.7284,5.954,5.954,5.9316,5.9316,2017-09-13 14:56:16,2017-09-13
"EUR",779.64,755.36,785.12,785.12,782.19,782.19,2017-09-13 14:56:16,2017-09-13
"GBP",866.27,839.29,872.36,873.66,868.48,868.48,2017-09-13 14:58:11,2017-09-13
"GBP",866.27,839.29,872.36,873.66,868.48,868.48,2017-09-13 14:58:11,2017-09-13
"HKD",83.42,82.75,83.74,83.74,83.69,83.69,2017-09-13 14:58:11,2017-09-13
"HKD",83.42,82.75,83.74,83.74,83.69,83.69,2017-09-13 14:58:11,2017-09-13
"USD",651.76,646.41,654.37,654.37,653.82,653.82,2017-09-13 14:58:11,2017-09-13
"USD",651.76,646.41,654.37,654.37,653.82,653.82,2017-09-13 14:58:11,2017-09-13
"JPY",5.9129,5.7288,5.9544,5.9544,5.9316,5.9316,2017-09-13 14:58:11,2017-09-13
"JPY",5.9129,5.7288,5.9544,5.9544,5.9316,5.9316,2017-09-13 14:58:11,2017-09-13
"EUR",779.5,755.23,784.98,784.98,782.19,782.19,2017-09-13 14:58:11,2017-09-13
"EUR",779.5,755.23,784.98,784.98,782.19,782.19,2017-09-13 14:58:11,2017-09-13
"GBP",867.05,840.05,873.14,874.44,868.48,868.48,2017-09-13 15:04:42,2017-09-13
"HKD",83.42,82.75,83.74,83.74,83.69,83.69,2017-09-13 15:04:42,2017-09-13
"USD",651.76,646.41,654.37,654.37,653.82,653.82,2017-09-13 15:04:42,2017-09-13
"JPY",5.9134,5.7292,5.9549,5.9549,5.9316,5.9316,2017-09-13 15:04:42,2017-09-13
"EUR",779.37,755.1,784.85,784.85,782.19,782.19,2017-09-13 15:04:42,2017-09-13
"GBP",867.05,840.05,873.14,874.44,868.48,868.48,2017-09-13 15:04:44,2017-09-13
"HKD",83.42,82.75,83.74,83.74,83.69,83.69,2017-09-13 15:04:44,2017-09-13
"USD",651.76,646.41,654.37,654.37,653.82,653.82,2017-09-13 15:04:44,2017-09-13
"JPY",5.9134,5.7292,5.9549,5.9549,5.9316,5.9316,2017-09-13 15:04:44,2017-09-13
"EUR",779.37,755.1,784.85,784.85,782.19,782.19,2017-09-13 15:04:44,2017-09-13
"GBP",867.25,840.24,873.34,874.64,868.48,868.48,2017-09-13 15:04:50,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 15:04:50,2017-09-13
"USD",651.86,646.51,654.47,654.47,653.82,653.82,2017-09-13 15:04:50,2017-09-13
"JPY",5.9143,5.7301,5.9558,5.9558,5.9316,5.9316,2017-09-13 15:04:50,2017-09-13
"EUR",779.49,755.22,784.97,784.97,782.19,782.19,2017-09-13 15:04:50,2017-09-13
"GBP",867.25,840.24,873.34,874.64,868.48,868.48,2017-09-13 15:04:51,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 15:04:51,2017-09-13
"USD",651.86,646.51,654.47,654.47,653.82,653.82,2017-09-13 15:04:51,2017-09-13
"JPY",5.9143,5.7301,5.9558,5.9558,5.9316,5.9316,2017-09-13 15:04:51,2017-09-13
"EUR",779.49,755.22,784.97,784.97,782.19,782.19,2017-09-13 15:04:51,2017-09-13
"GBP",867.32,840.31,873.41,874.71,868.48,868.48,2017-09-13 15:05:20,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 15:05:20,2017-09-13
"USD",651.86,646.51,654.47,654.47,653.82,653.82,2017-09-13 15:05:20,2017-09-13
"JPY",5.9165,5.7322,5.958,5.958,5.9316,5.9316,2017-09-13 15:05:20,2017-09-13
"EUR",779.62,755.34,785.1,785.1,782.19,782.19,2017-09-13 15:05:20,2017-09-13
"GBP",867.38,840.37,873.47,874.77,868.48,868.48,2017-09-13 15:05:43,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 15:05:43,2017-09-13
"USD",651.86,646.51,654.47,654.47,653.82,653.82,2017-09-13 15:05:43,2017-09-13
"JPY",5.9176,5.7333,5.9591,5.9591,5.9316,5.9316,2017-09-13 15:05:43,2017-09-13
"EUR",779.62,755.34,785.1,785.1,782.19,782.19,2017-09-13 15:05:43,2017-09-13
"GBP",867.38,840.37,873.47,874.77,868.48,868.48,2017-09-13 15:10:47,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 15:10:47,2017-09-13
"USD",651.86,646.51,654.47,654.47,653.82,653.82,2017-09-13 15:10:47,2017-09-13
"JPY",5.9176,5.7333,5.9591,5.9591,5.9316,5.9316,2017-09-13 15:10:47,2017-09-13
"EUR",779.62,755.34,785.1,785.1,782.19,782.19,2017-09-13 15:10:47,2017-09-13
"GBP",867.44,840.42,873.53,874.84,868.48,868.48,2017-09-13 15:10:51,2017-09-13
"HKD",83.41,82.74,83.73,83.73,83.69,83.69,2017-09-13 15:10:51,2017-09-13
"USD",651.71,646.36,654.32,654.32,653.82,653.82,2017-09-13 15:10:51,2017-09-13
"JPY",5.9146,5.7304,5.9561,5.9561,5.9316,5.9316,2017-09-13 15:10:51,2017-09-13
"EUR",779.32,755.04,784.79,784.79,782.19,782.19,2017-09-13 15:10:51,2017-09-13
"GBP",867.44,840.42,873.53,874.84,868.48,868.48,2017-09-13 15:10:54,2017-09-13
"HKD",83.41,82.74,83.73,83.73,83.69,83.69,2017-09-13 15:10:54,2017-09-13
"USD",651.71,646.36,654.32,654.32,653.82,653.82,2017-09-13 15:10:54,2017-09-13
"JPY",5.9146,5.7304,5.9561,5.9561,5.9316,5.9316,2017-09-13 15:10:54,2017-09-13
"EUR",779.32,755.04,784.79,784.79,782.19,782.19,2017-09-13 15:10:54,2017-09-13
"GBP",867.18,840.17,873.27,874.57,868.48,868.48,2017-09-13 15:16:11,2017-09-13
"HKD",83.4,82.73,83.72,83.72,83.69,83.69,2017-09-13 15:16:11,2017-09-13
"USD",651.61,646.26,654.22,654.22,653.82,653.82,2017-09-13 15:16:11,2017-09-13
"JPY",5.9137,5.7295,5.9552,5.9552,5.9316,5.9316,2017-09-13 15:16:11,2017-09-13
"EUR",779.58,755.31,785.06,785.06,782.19,782.19,2017-09-13 15:16:11,2017-09-13
"GBP",867.18,840.17,873.27,874.57,868.48,868.48,2017-09-13 15:16:12,2017-09-13
"HKD",83.4,82.73,83.72,83.72,83.69,83.69,2017-09-13 15:16:12,2017-09-13
"USD",651.61,646.26,654.22,654.22,653.82,653.82,2017-09-13 15:16:12,2017-09-13
"JPY",5.9137,5.7295,5.9552,5.9552,5.9316,5.9316,2017-09-13 15:16:12,2017-09-13
"EUR",779.58,755.31,785.06,785.06,782.19,782.19,2017-09-13 15:16:12,2017-09-13
"GBP",867.18,840.17,873.27,874.57,868.48,868.48,2017-09-13 15:16:16,2017-09-13
"HKD",83.4,82.73,83.72,83.72,83.69,83.69,2017-09-13 15:16:16,2017-09-13
"USD",651.61,646.26,654.22,654.22,653.82,653.82,2017-09-13 15:16:16,2017-09-13
"JPY",5.9137,5.7295,5.9552,5.9552,5.9316,5.9316,2017-09-13 15:16:16,2017-09-13
"EUR",779.58,755.31,785.06,785.06,782.19,782.19,2017-09-13 15:16:16,2017-09-13
"GBP",867.18,840.17,873.27,874.57,868.48,868.48,2017-09-13 15:19:06,2017-09-13
"HKD",83.39,82.72,83.71,83.71,83.69,83.69,2017-09-13 15:19:06,2017-09-13
"USD",651.56,646.21,654.17,654.17,653.82,653.82,2017-09-13 15:19:06,2017-09-13
"JPY",5.9132,5.729,5.9547,5.9547,5.9316,5.9316,2017-09-13 15:19:06,2017-09-13
"EUR",779.66,755.38,785.14,785.14,782.19,782.19,2017-09-13 15:19:06,2017-09-13
"GBP",867.18,840.17,873.27,874.57,868.48,868.48,2017-09-13 15:19:09,2017-09-13
"HKD",83.39,82.72,83.71,83.71,83.69,83.69,2017-09-13 15:19:09,2017-09-13
"USD",651.56,646.21,654.17,654.17,653.82,653.82,2017-09-13 15:19:09,2017-09-13
"JPY",5.9132,5.729,5.9547,5.9547,5.9316,5.9316,2017-09-13 15:19:09,2017-09-13
"EUR",779.66,755.38,785.14,785.14,782.19,782.19,2017-09-13 15:19:09,2017-09-13
"GBP",867.05,840.05,873.14,874.44,868.48,868.48,2017-09-13 15:21:16,2017-09-13
"HKD",83.39,82.72,83.71,83.71,83.69,83.69,2017-09-13 15:21:16,2017-09-13
"USD",651.56,646.21,654.17,654.17,653.82,653.82,2017-09-13 15:21:16,2017-09-13
"JPY",5.9143,5.7301,5.9558,5.9558,5.9316,5.9316,2017-09-13 15:21:16,2017-09-13
"EUR",779.59,755.31,785.07,785.07,782.19,782.19,2017-09-13 15:21:16,2017-09-13
"GBP",867.05,840.05,873.14,874.44,868.48,868.48,2017-09-13 15:24:09,2017-09-13
"HKD",83.39,82.72,83.71,83.71,83.69,83.69,2017-09-13 15:24:09,2017-09-13
"USD",651.56,646.21,654.17,654.17,653.82,653.82,2017-09-13 15:24:09,2017-09-13
"JPY",5.9159,5.7317,5.9574,5.9574,5.9316,5.9316,2017-09-13 15:24:09,2017-09-13
"EUR",779.79,755.51,785.27,785.27,782.19,782.19,2017-09-13 15:24:09,2017-09-13
"GBP",867.05,840.05,873.14,874.44,868.48,868.48,2017-09-13 15:24:10,2017-09-13
"HKD",83.39,82.72,83.71,83.71,83.69,83.69,2017-09-13 15:24:10,2017-09-13
"USD",651.56,646.21,654.17,654.17,653.82,653.82,2017-09-13 15:24:10,2017-09-13
"JPY",5.9159,5.7317,5.9574,5.9574,5.9316,5.9316,2017-09-13 15:24:10,2017-09-13
"EUR",779.79,755.51,785.27,785.27,782.19,782.19,2017-09-13 15:24:10,2017-09-13
"GBP",867.31,840.3,873.4,874.7,868.48,868.48,2017-09-13 15:33:33,2017-09-13
"HKD",83.41,82.74,83.73,83.73,83.69,83.69,2017-09-13 15:33:33,2017-09-13
"USD",651.71,646.36,654.32,654.32,653.82,653.82,2017-09-13 15:33:33,2017-09-13
"JPY",5.9173,5.733,5.9588,5.9588,5.9316,5.9316,2017-09-13 15:33:33,2017-09-13
"EUR",779.97,755.68,785.45,785.45,782.19,782.19,2017-09-13 15:33:33,2017-09-13
"GBP",867.31,840.3,873.4,874.7,868.48,868.48,2017-09-13 15:33:35,2017-09-13
"HKD",83.41,82.74,83.73,83.73,83.69,83.69,2017-09-13 15:33:35,2017-09-13
"USD",651.71,646.36,654.32,654.32,653.82,653.82,2017-09-13 15:33:35,2017-09-13
"JPY",5.9173,5.733,5.9588,5.9588,5.9316,5.9316,2017-09-13 15:33:35,2017-09-13
"EUR",779.97,755.68,785.45,785.45,782.19,782.19,2017-09-13 15:33:35,2017-09-13
"GBP",866.98,839.98,873.07,874.37,868.48,868.48,2017-09-13 15:46:47,2017-09-13
"HKD",83.4,82.73,83.72,83.72,83.69,83.69,2017-09-13 15:46:47,2017-09-13
"USD",651.61,646.26,654.22,654.22,653.82,653.82,2017-09-13 15:46:47,2017-09-13
"JPY",5.9191,5.7347,5.9606,5.9606,5.9316,5.9316,2017-09-13 15:46:47,2017-09-13
"EUR",779.91,755.62,785.39,785.39,782.19,782.19,2017-09-13 15:46:47,2017-09-13
"GBP",866.98,839.98,873.07,874.37,868.48,868.48,2017-09-13 15:46:48,2017-09-13
"HKD",83.4,82.73,83.72,83.72,83.69,83.69,2017-09-13 15:46:48,2017-09-13
"USD",651.61,646.26,654.22,654.22,653.82,653.82,2017-09-13 15:46:48,2017-09-13
"JPY",5.9191,5.7347,5.9606,5.9606,5.9316,5.9316,2017-09-13 15:46:48,2017-09-13
"EUR",779.91,755.62,785.39,785.39,782.19,782.19,2017-09-13 15:46:48,2017-09-13
"GBP",866.98,839.98,873.07,874.37,868.48,868.48,2017-09-13 16:04:30,2017-09-13
"HKD",83.41,82.74,83.73,83.73,83.69,83.69,2017-09-13 16:04:30,2017-09-13
"USD",651.71,646.36,654.32,654.32,653.82,653.82,2017-09-13 16:04:30,2017-09-13
"JPY",5.9173,5.733,5.9588,5.9588,5.9316,5.9316,2017-09-13 16:04:30,2017-09-13
"EUR",779.97,755.68,785.45,785.45,782.19,782.19,2017-09-13 16:04:30,2017-09-13
"GBP",866.92,839.92,873.01,874.31,868.48,868.48,2017-09-13 16:08:11,2017-09-13
"HKD",83.42,82.75,83.74,83.74,83.69,83.69,2017-09-13 16:08:11,2017-09-13
"USD",651.76,646.41,654.37,654.37,653.82,653.82,2017-09-13 16:08:11,2017-09-13
"JPY",5.9183,5.734,5.9598,5.9598,5.9316,5.9316,2017-09-13 16:08:11,2017-09-13
"EUR",780.03,755.74,785.51,785.51,782.19,782.19,2017-09-13 16:08:11,2017-09-13
"GBP",866.4,839.42,872.49,873.79,868.48,868.48,2017-09-13 16:14:09,2017-09-13
"HKD",83.41,82.74,83.73,83.73,83.69,83.69,2017-09-13 16:14:09,2017-09-13
"USD",651.66,646.31,654.27,654.27,653.82,653.82,2017-09-13 16:14:09,2017-09-13
"JPY",5.9168,5.7325,5.9583,5.9583,5.9316,5.9316,2017-09-13 16:14:09,2017-09-13
"EUR",780.49,756.18,785.97,785.97,782.19,782.19,2017-09-13 16:14:09,2017-09-13
"GBP",866.4,839.42,872.49,873.79,868.48,868.48,2017-09-13 16:14:10,2017-09-13
"HKD",83.41,82.74,83.73,83.73,83.69,83.69,2017-09-13 16:14:10,2017-09-13
"USD",651.66,646.31,654.27,654.27,653.82,653.82,2017-09-13 16:14:10,2017-09-13
"JPY",5.9168,5.7325,5.9583,5.9583,5.9316,5.9316,2017-09-13 16:14:10,2017-09-13
"EUR",780.49,756.18,785.97,785.97,782.19,782.19,2017-09-13 16:14:10,2017-09-13
"GBP",866.33,839.35,872.42,873.72,868.48,868.48,2017-09-13 16:14:17,2017-09-13
"HKD",83.4,82.73,83.72,83.72,83.69,83.69,2017-09-13 16:14:17,2017-09-13
"USD",651.61,646.26,654.22,654.22,653.82,653.82,2017-09-13 16:14:17,2017-09-13
"JPY",5.9164,5.7321,5.9579,5.9579,5.9316,5.9316,2017-09-13 16:14:17,2017-09-13
"EUR",780.5,756.19,785.98,785.98,782.19,782.19,2017-09-13 16:14:17,2017-09-13
"GBP",866.33,839.35,872.42,873.72,868.48,868.48,2017-09-13 16:14:18,2017-09-13
"HKD",83.4,82.73,83.72,83.72,83.69,83.69,2017-09-13 16:14:18,2017-09-13
"USD",651.61,646.26,654.22,654.22,653.82,653.82,2017-09-13 16:14:18,2017-09-13
"JPY",5.9164,5.7321,5.9579,5.9579,5.9316,5.9316,2017-09-13 16:14:18,2017-09-13
"EUR",780.5,756.19,785.98,785.98,782.19,782.19,2017-09-13 16:14:18,2017-09-13
"GBP",866.33,839.35,872.42,873.72,868.48,868.48,2017-09-13 16:15:25,2017-09-13
"HKD",83.39,82.72,83.71,83.71,83.69,83.69,2017-09-13 16:15:25,2017-09-13
"USD",651.56,646.21,654.17,654.17,653.82,653.82,2017-09-13 16:15:25,2017-09-13
"JPY",5.9165,5.7322,5.958,5.958,5.9316,5.9316,2017-09-13 16:15:25,2017-09-13
"EUR",780.37,756.07,785.85,785.85,782.19,782.19,2017-09-13 16:15:25,2017-09-13
"GBP",866.33,839.35,872.42,873.72,868.48,868.48,2017-09-13 16:15:28,2017-09-13
"HKD",83.39,82.72,83.71,83.71,83.69,83.69,2017-09-13 16:15:28,2017-09-13
"USD",651.56,646.21,654.17,654.17,653.82,653.82,2017-09-13 16:15:28,2017-09-13
"JPY",5.9165,5.7322,5.958,5.958,5.9316,5.9316,2017-09-13 16:15:28,2017-09-13
"EUR",780.37,756.07,785.85,785.85,782.19,782.19,2017-09-13 16:15:28,2017-09-13
"GBP",866.53,839.55,872.62,873.92,868.48,868.48,2017-09-13 16:20:19,2017-09-13
"HKD",83.41,82.74,83.73,83.73,83.69,83.69,2017-09-13 16:20:19,2017-09-13
"USD",651.66,646.31,654.27,654.27,653.82,653.82,2017-09-13 16:20:19,2017-09-13
"JPY",5.9179,5.7336,5.9594,5.9594,5.9316,5.9316,2017-09-13 16:20:19,2017-09-13
"EUR",780.43,756.13,785.91,785.91,782.19,782.19,2017-09-13 16:20:19,2017-09-13
"GBP",866.53,839.55,872.62,873.92,868.48,868.48,2017-09-13 16:20:24,2017-09-13
"HKD",83.41,82.74,83.73,83.73,83.69,83.69,2017-09-13 16:20:24,2017-09-13
"USD",651.66,646.31,654.27,654.27,653.82,653.82,2017-09-13 16:20:24,2017-09-13
"JPY",5.9179,5.7336,5.9594,5.9594,5.9316,5.9316,2017-09-13 16:20:24,2017-09-13
"EUR",780.43,756.13,785.91,785.91,782.19,782.19,2017-09-13 16:20:24,2017-09-13
"GBP",865.56,838.6,871.63,872.93,868.48,868.48,2017-09-13 16:26:02,2017-09-13
"HKD",83.4,82.73,83.72,83.72,83.69,83.69,2017-09-13 16:26:02,2017-09-13
"USD",651.66,646.31,654.27,654.27,653.82,653.82,2017-09-13 16:26:02,2017-09-13
"JPY",5.9201,5.7357,5.9617,5.9617,5.9316,5.9316,2017-09-13 16:26:02,2017-09-13
"EUR",780.1,755.81,785.58,785.58,782.19,782.19,2017-09-13 16:26:02,2017-09-13
"GBP",865.8,838.84,871.88,873.19,868.48,868.48,2017-09-13 16:29:12,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 16:29:12,2017-09-13
"USD",651.9,646.55,654.51,654.51,653.82,653.82,2017-09-13 16:29:12,2017-09-13
"JPY",5.9206,5.7362,5.9622,5.9622,5.9316,5.9316,2017-09-13 16:29:12,2017-09-13
"EUR",780.45,756.15,785.93,785.93,782.19,782.19,2017-09-13 16:29:12,2017-09-13
"GBP",865.8,838.84,871.88,873.19,868.48,868.48,2017-09-13 16:29:15,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 16:29:15,2017-09-13
"USD",651.9,646.55,654.51,654.51,653.82,653.82,2017-09-13 16:29:15,2017-09-13
"JPY",5.9206,5.7362,5.9622,5.9622,5.9316,5.9316,2017-09-13 16:29:15,2017-09-13
"EUR",780.45,756.15,785.93,785.93,782.19,782.19,2017-09-13 16:29:15,2017-09-13
"GBP",864.44,837.52,870.51,871.81,868.48,868.48,2017-09-13 16:31:51,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 16:31:51,2017-09-13
"USD",651.9,646.55,654.51,654.51,653.82,653.82,2017-09-13 16:31:51,2017-09-13
"JPY",5.9212,5.7368,5.9628,5.9628,5.9316,5.9316,2017-09-13 16:31:51,2017-09-13
"EUR",780.32,756.02,785.8,785.8,782.19,782.19,2017-09-13 16:31:51,2017-09-13
"GBP",865.04,838.1,871.11,872.41,868.48,868.48,2017-09-13 16:33:35,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 16:33:35,2017-09-13
"USD",651.86,646.51,654.47,654.47,653.82,653.82,2017-09-13 16:33:35,2017-09-13
"JPY",5.9213,5.7369,5.9629,5.9629,5.9316,5.9316,2017-09-13 16:33:35,2017-09-13
"EUR",780.47,756.16,785.95,785.95,782.19,782.19,2017-09-13 16:33:35,2017-09-13
"GBP",865.04,838.1,871.11,872.41,868.48,868.48,2017-09-13 16:33:37,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 16:33:37,2017-09-13
"USD",651.86,646.51,654.47,654.47,653.82,653.82,2017-09-13 16:33:37,2017-09-13
"JPY",5.9213,5.7369,5.9629,5.9629,5.9316,5.9316,2017-09-13 16:33:37,2017-09-13
"EUR",780.47,756.16,785.95,785.95,782.19,782.19,2017-09-13 16:33:37,2017-09-13
"GBP",864.19,837.28,870.26,871.56,868.48,868.48,2017-09-13 16:52:05,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 16:52:05,2017-09-13
"USD",651.86,646.51,654.47,654.47,653.82,653.82,2017-09-13 16:52:05,2017-09-13
"JPY",5.9176,5.7333,5.9591,5.9591,5.9316,5.9316,2017-09-13 16:52:05,2017-09-13
"EUR",780.15,755.86,785.63,785.63,782.19,782.19,2017-09-13 16:52:05,2017-09-13
"GBP",864.19,837.28,870.26,871.56,868.48,868.48,2017-09-13 16:52:07,2017-09-13
"HKD",83.43,82.76,83.75,83.75,83.69,83.69,2017-09-13 16:52:07,2017-09-13
"USD",651.86,646.51,654.47,654.47,653.82,653.82,2017-09-13 16:52:07,2017-09-13
"JPY",5.9176,5.7333,5.9591,5.9591,5.9316,5.9316,2017-09-13 16:52:07,2017-09-13
"EUR",780.08,755.79,785.56,785.56,782.19,782.19,2017-09-13 16:52:07,2017-09-13
"GBP",863.93,837.02,870,871.3,868.48,868.48,2017-09-13 17:07:35,2017-09-13
"HKD",83.45,82.78,83.77,83.77,83.69,83.69,2017-09-13 17:07:35,2017-09-13
"USD",652.01,646.66,654.62,654.62,653.82,653.82,2017-09-13 17:07:35,2017-09-13
"JPY",5.9135,5.7293,5.955,5.955,5.9316,5.9316,2017-09-13 17:07:35,2017-09-13
"EUR",779.8,755.52,785.28,785.28,782.19,782.19,2017-09-13 17:07:35,2017-09-13
"GBP",863.93,837.02,870,871.3,868.48,868.48,2017-09-13 17:07:36,2017-09-13
"HKD",83.45,82.78,83.77,83.77,83.69,83.69,2017-09-13 17:07:36,2017-09-13
"USD",652.01,646.66,654.62,654.62,653.82,653.82,2017-09-13 17:07:36,2017-09-13
"JPY",5.9135,5.7293,5.955,5.955,5.9316,5.9316,2017-09-13 17:07:36,2017-09-13
"EUR",779.8,755.52,785.28,785.28,782.19,782.19,2017-09-13 17:07:36,2017-09-13
"GBP",864.13,837.22,870.2,871.5,868.48,868.48,2017-09-13 17:07:45,2017-09-13
"HKD",83.47,82.8,83.79,83.79,83.69,83.69,2017-09-13 17:07:45,2017-09-13
"USD",652.21,646.86,654.83,654.83,653.82,653.82,2017-09-13 17:07:45,2017-09-13
"JPY",5.9159,5.7317,5.9574,5.9574,5.9316,5.9316,2017-09-13 17:07:45,2017-09-13
"EUR",780.04,755.75,785.52,785.52,782.19,782.19,2017-09-13 17:07:45,2017-09-13
"GBP",864.13,837.22,870.2,871.5,868.48,868.48,2017-09-13 17:07:46,2017-09-13
"HKD",83.47,82.8,83.79,83.79,83.69,83.69,2017-09-13 17:07:46,2017-09-13
"USD",652.21,646.86,654.83,654.83,653.82,653.82,2017-09-13 17:07:46,2017-09-13
"JPY",5.9159,5.7317,5.9574,5.9574,5.9316,5.9316,2017-09-13 17:07:46,2017-09-13
"EUR",780.04,755.75,785.52,785.52,782.19,782.19,2017-09-13 17:07:46,2017-09-13
"GBP",864.33,837.41,870.4,871.7,868.48,868.48,2017-09-13 17:36:50,2017-09-13
"HKD",83.46,82.79,83.78,83.78,83.69,83.69,2017-09-13 17:36:50,2017-09-13
"USD",652.21,646.86,654.83,654.83,653.82,653.82,2017-09-13 17:36:50,2017-09-13
"JPY",5.9137,5.7295,5.9552,5.9552,5.9316,5.9316,2017-09-13 17:36:50,2017-09-13
"EUR",779.78,755.5,785.26,785.26,782.19,782.19,2017-09-13 17:36:50,2017-09-13
"GBP",864.33,837.41,870.4,871.7,868.48,868.48,2017-09-13 17:36:53,2017-09-13
"HKD",83.46,82.79,83.78,83.78,83.69,83.69,2017-09-13 17:36:53,2017-09-13
"USD",652.21,646.86,654.83,654.83,653.82,653.82,2017-09-13 17:36:53,2017-09-13
"JPY",5.9132,5.729,5.9547,5.9547,5.9316,5.9316,2017-09-13 17:36:53,2017-09-13
"EUR",779.78,755.5,785.26,785.26,782.19,782.19,2017-09-13 17:36:53,2017-09-13
"GBP",864.13,837.22,870.2,871.5,868.48,868.48,2017-09-13 18:04:20,2017-09-13
"HKD",83.46,82.79,83.78,83.78,83.69,83.69,2017-09-13 18:04:20,2017-09-13
"USD",652.21,646.86,654.83,654.83,653.82,653.82,2017-09-13 18:04:20,2017-09-13
"JPY",5.9181,5.7338,5.9596,5.9596,5.9316,5.9316,2017-09-13 18:04:20,2017-09-13
"EUR",779.91,755.62,785.39,785.39,782.19,782.19,2017-09-13 18:04:20,2017-09-13
"GBP",864.13,837.22,870.2,871.5,868.48,868.48,2017-09-13 18:04:21,2017-09-13
"HKD",83.46,82.79,83.78,83.78,83.69,83.69,2017-09-13 18:04:21,2017-09-13
"USD",652.21,646.86,654.83,654.83,653.82,653.82,2017-09-13 18:04:21,2017-09-13
"JPY",5.9181,5.7338,5.9596,5.9596,5.9316,5.9316,2017-09-13 18:04:21,2017-09-13
"EUR",779.91,755.62,785.39,785.39,782.19,782.19,2017-09-13 18:04:21,2017-09-13
"GBP",863.55,836.66,869.61,870.91,868.48,868.48,2017-09-13 18:07:17,2017-09-13
"HKD",83.46,82.79,83.78,83.78,83.69,83.69,2017-09-13 18:07:17,2017-09-13
"USD",652.21,646.86,654.83,654.83,653.82,653.82,2017-09-13 18:07:17,2017-09-13
"JPY",5.9186,5.7343,5.9601,5.9601,5.9316,5.9316,2017-09-13 18:07:17,2017-09-13
"EUR",779.72,755.44,785.2,785.2,782.19,782.19,2017-09-13 18:07:17,2017-09-13
"GBP",863.61,836.72,869.67,870.97,868.48,868.48,2017-09-13 18:30:24,2017-09-13
"HKD",83.47,82.8,83.79,83.79,83.69,83.69,2017-09-13 18:30:24,2017-09-13
"USD",652.31,646.95,654.93,654.93,653.82,653.82,2017-09-13 18:30:24,2017-09-13
"JPY",5.92,5.7356,5.9616,5.9616,5.9316,5.9316,2017-09-13 18:30:24,2017-09-13
"EUR",780.03,755.74,785.51,785.51,782.19,782.19,2017-09-13 18:30:24,2017-09-13
"GBP",863.94,837.03,870.01,871.31,868.48,868.48,2017-09-13 18:58:11,2017-09-13
"HKD",83.48,82.81,83.8,83.8,83.69,83.69,2017-09-13 18:58:11,2017-09-13
"USD",652.31,646.95,654.93,654.93,653.82,653.82,2017-09-13 18:58:11,2017-09-13
"JPY",5.9249,5.7404,5.9665,5.9665,5.9316,5.9316,2017-09-13 18:58:11,2017-09-13
"EUR",780.75,756.44,786.23,786.23,782.19,782.19,2017-09-13 18:58:11,2017-09-13
"GBP",864.59,837.66,870.66,871.96,868.48,868.48,2017-09-13 19:15:38,2017-09-13
"HKD",83.48,82.81,83.8,83.8,83.69,83.69,2017-09-13 19:15:38,2017-09-13
"USD",652.31,646.95,654.93,654.93,653.82,653.82,2017-09-13 19:15:38,2017-09-13
"JPY",5.9222,5.7377,5.9638,5.9638,5.9316,5.9316,2017-09-13 19:15:38,2017-09-13
"EUR",780.88,756.56,786.36,786.36,782.19,782.19,2017-09-13 19:15:38,2017-09-13
"GBP",864.79,837.86,870.86,872.16,868.48,868.48,2017-09-13 19:36:11,2017-09-13
"HKD",83.48,82.81,83.8,83.8,83.69,83.69,2017-09-13 19:36:11,2017-09-13
"USD",652.31,646.95,654.93,654.93,653.82,653.82,2017-09-13 19:36:11,2017-09-13
